age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,priors_count.1,two_year_recid,in_minus_offense,out_minus_in,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M
31,0,0,0,7,7,1,222,1,True,False,True,False,False,False,False,False,True,False
22,0,0,1,0,0,1,43,2,False,True,False,False,True,False,False,False,False,True
28,0,0,0,5,5,0,0,1,False,True,True,False,False,False,False,False,False,True
21,0,0,0,1,1,1,0,11,False,True,True,False,False,False,False,False,True,False
37,0,0,1,2,2,0,0,1,False,True,False,False,False,True,False,False,False,True
30,0,2,0,21,21,1,0,0,False,True,True,False,False,False,False,False,True,False
22,0,0,1,13,13,1,294,239,False,True,True,False,False,False,False,False,True,False
35,0,1,0,23,23,1,245,57,False,True,True,False,False,False,False,False,True,False
28,2,1,0,11,11,0,0,26,False,True,True,False,False,False,False,False,True,False
24,0,0,0,1,1,0,0,1,False,True,True,False,False,False,False,False,True,False
32,1,3,0,24,24,1,233,79,False,True,True,False,False,False,False,False,True,False
24,0,0,0,1,1,0,865,1,True,False,True,False,False,False,False,False,True,False
57,0,0,0,19,19,0,0,1,False,True,True,False,False,False,False,False,True,False
21,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,True,False,True
28,0,0,0,0,0,0,226,0,False,True,False,False,True,False,False,False,True,False
51,0,0,0,0,0,0,1,92,False,True,False,False,True,False,False,False,False,True
26,0,0,0,0,0,1,0,1,False,True,True,False,False,False,False,False,False,True
20,0,0,3,0,0,1,661,0,False,True,True,False,False,False,False,False,True,False
25,0,1,0,6,6,0,0,33,False,True,True,False,False,False,False,False,False,True
19,0,0,0,0,0,1,328,5,False,True,False,False,True,False,False,False,False,True
49,0,0,0,1,1,1,0,156,False,True,False,False,True,False,False,False,True,False
57,0,0,0,27,27,0,0,9,False,True,True,False,False,False,False,False,False,True
27,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,True
66,0,0,0,1,1,0,0,19,False,True,False,False,True,False,False,False,False,True
21,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False
45,0,0,0,1,1,0,1,0,False,True,False,False,True,False,False,False,True,False
37,2,3,0,24,24,0,0,20,False,True,True,False,False,False,False,False,True,False
44,0,0,0,13,13,1,39,1,False,True,False,False,True,False,False,False,True,False
64,0,0,0,0,0,0,0,4,False,True,True,False,False,False,False,False,True,False
30,0,0,0,1,1,1,53,0,False,True,True,False,False,False,False,False,True,False
61,0,0,0,1,1,0,0,2,False,True,True,False,False,False,False,False,False,True
49,0,0,0,8,8,0,0,9,True,False,False,False,True,False,False,False,True,False
23,0,0,0,0,0,0,1,1,False,True,True,False,False,False,False,False,True,False
21,0,0,0,0,0,1,49,23,False,True,False,False,True,False,False,False,True,False
30,0,0,0,2,2,1,53,142,True,False,False,False,True,False,False,False,True,False
26,0,0,1,7,7,0,1,2,False,True,False,False,False,True,False,False,False,True
35,0,0,0,3,3,1,1105,5,False,True,False,False,False,False,False,True,False,True
27,0,0,1,2,2,0,371,22,False,True,True,False,False,False,False,False,False,True
38,0,0,0,1,1,0,1,15,False,True,False,False,True,False,False,False,False,True
48,0,0,0,14,14,1,0,142,False,True,True,False,False,False,False,False,True,False
26,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
24,0,1,0,4,4,1,70,1,False,True,True,False,False,False,False,False,True,False
28,0,0,0,2,2,1,0,1,True,False,True,False,False,False,False,False,True,False
44,0,0,0,4,4,1,140,47,True,False,False,False,True,False,False,False,True,False
23,0,0,1,2,2,0,0,13,False,True,False,False,True,False,False,False,True,False
34,0,0,0,1,1,1,0,43,True,False,False,False,True,False,False,False,True,False
20,0,1,0,1,1,1,225,17,False,True,False,False,True,False,False,False,True,False
63,0,0,0,23,23,1,124,56,False,True,False,False,False,False,False,True,True,False
36,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True
58,0,0,0,1,1,0,0,1427,False,True,False,False,True,False,False,False,True,False
35,0,0,0,4,4,0,837,23,True,False,False,False,True,False,False,False,True,False
23,0,0,0,3,3,0,135,1,False,True,True,False,False,False,False,False,True,False
40,0,0,0,1,1,0,0,21,False,True,False,False,True,False,False,False,True,False
31,0,0,0,3,3,0,0,1,False,True,False,False,False,True,False,False,True,False
34,0,0,0,5,5,0,1,1,True,False,False,False,False,True,False,False,True,False
23,0,0,0,3,3,1,80,1,False,True,True,False,False,False,False,False,False,True
27,0,0,0,0,0,1,0,4,False,True,False,False,True,False,False,False,False,True
26,0,0,0,3,3,0,0,27,True,False,True,False,False,False,False,False,True,False
49,0,0,0,1,1,0,0,25,False,True,True,False,False,False,False,False,True,False
47,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,False,False,True
47,0,0,0,6,6,0,0,5,False,True,True,False,False,False,False,False,True,False
34,0,0,0,7,7,1,238,0,False,True,True,False,False,False,False,False,True,False
27,0,0,0,10,10,0,0,8,False,True,True,False,False,False,False,False,True,False
52,0,0,0,0,0,0,1,0,True,False,False,False,True,False,False,False,False,True
26,0,0,0,0,0,1,0,1,False,True,True,False,False,False,False,False,False,True
25,0,0,1,9,9,0,538,18,False,True,True,False,False,False,False,False,True,False
51,0,0,0,1,1,0,0,163,False,True,True,False,False,False,False,False,True,False
29,0,0,0,1,1,0,907,65,True,False,True,False,False,False,False,False,False,True
46,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,True,False
28,0,0,0,6,6,0,220,66,False,True,False,False,True,False,False,False,True,False
57,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
23,0,0,0,2,2,0,0,1,False,True,False,False,False,True,False,False,True,False
34,0,0,0,27,27,1,164,182,False,True,True,False,False,False,False,False,True,False
27,0,0,0,3,3,0,0,12,False,True,True,False,False,False,False,False,True,False
25,0,0,1,7,7,1,0,3,False,True,True,False,False,False,False,False,False,True
31,0,0,0,1,1,1,417,24,False,True,False,False,True,False,False,False,True,False
37,0,0,0,8,8,0,0,1,False,True,True,False,False,False,False,False,True,False
51,0,0,0,0,0,1,6,2,False,True,True,False,False,False,False,False,True,False
28,0,1,0,8,8,0,152,2,False,True,True,False,False,False,False,False,True,False
56,0,0,0,4,4,0,0,7,False,True,False,False,True,False,False,False,True,False
45,0,0,0,15,15,1,512,137,False,True,True,False,False,False,False,False,True,False
26,0,0,0,7,7,1,0,18,False,True,False,False,True,False,False,False,True,False
33,0,0,0,7,7,1,371,1,False,True,False,False,True,False,False,False,True,False
23,0,0,3,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
31,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,True
31,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,True,False,True
19,1,0,0,1,1,0,0,3,False,True,False,False,False,True,False,False,True,False
32,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False
30,0,0,0,1,1,1,823,0,False,True,False,False,True,False,False,False,False,True
66,0,0,0,1,1,0,0,1,False,True,False,False,True,False,False,False,True,False
40,0,0,0,0,0,0,1,0,True,False,True,False,False,False,False,False,True,False
59,0,0,0,4,4,0,1,1,False,True,True,False,False,False,False,False,False,True
27,0,0,0,3,3,0,259,1,False,True,True,False,False,False,False,False,False,True
22,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
58,0,0,0,1,1,0,242,3,False,True,False,False,True,False,False,False,True,False
29,0,0,0,2,2,0,0,2,False,True,False,False,True,False,False,False,True,False
27,0,0,0,0,0,1,270,33,False,True,True,False,False,False,False,False,True,False
24,0,0,0,0,0,0,771,5,False,True,False,False,True,False,False,False,True,False
35,0,1,0,3,3,0,0,0,True,False,False,False,True,False,False,False,True,False
29,0,2,1,7,7,1,0,2,False,True,True,False,False,False,False,False,True,False
30,1,0,0,5,5,1,438,3,False,True,True,False,False,False,False,False,True,False
23,0,1,1,1,1,0,224,7,False,True,True,False,False,False,False,False,True,False
32,0,0,0,2,2,1,0,1,False,True,False,False,True,False,False,False,True,False
22,0,0,0,2,2,0,0,4,False,True,False,False,True,False,False,False,True,False
21,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,False,True
43,0,0,0,0,0,0,1,0,True,False,False,False,True,False,False,False,False,True
29,0,0,0,0,0,0,721,107,False,True,True,False,False,False,False,False,True,False
43,0,0,0,1,1,0,1,2,False,True,True,False,False,False,False,False,True,False
25,0,0,0,1,1,0,0,2,False,True,True,False,False,False,False,False,True,False
47,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
21,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,True,False
54,0,0,0,0,0,0,1,0,False,True,False,False,True,False,False,False,False,True
34,0,0,1,3,3,1,0,34,False,True,True,False,False,False,False,False,True,False
28,0,0,0,2,2,0,0,1,True,False,True,False,False,False,False,False,False,True
53,0,0,0,4,4,1,425,8,True,False,False,False,True,False,False,False,True,False
54,0,0,0,0,0,0,1,0,False,True,True,False,False,False,False,False,False,True
37,0,0,0,3,3,1,0,83,False,True,False,False,False,True,False,False,True,False
34,0,0,0,2,2,0,626,1,False,True,True,False,False,False,False,False,True,False
60,0,0,0,0,0,1,0,1,True,False,False,False,True,False,False,False,True,False
22,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
51,0,0,0,3,3,0,1,0,False,True,True,False,False,False,False,False,True,False
29,0,0,0,0,0,1,0,13,False,True,True,False,False,False,False,False,True,False
28,0,0,1,5,5,0,0,28,False,True,True,False,False,False,False,False,False,True
33,0,0,0,0,0,1,32,1,False,True,False,False,True,False,False,False,True,False
43,0,0,0,4,4,0,0,2,False,True,False,False,True,False,False,False,False,True
45,0,0,0,1,1,0,0,27,False,True,False,False,False,True,False,False,False,True
32,0,0,0,5,5,1,0,65,False,True,False,False,True,False,False,False,True,False
35,0,0,0,0,0,1,10,14,True,False,True,False,False,False,False,False,True,False
23,0,0,0,1,1,1,129,171,False,True,True,False,False,False,False,False,True,False
41,0,0,0,1,1,0,0,114,False,True,False,False,False,True,False,False,False,True
25,20,0,0,24,24,1,0,129,False,True,False,False,False,False,False,True,True,False
35,0,1,0,12,12,0,0,10,False,True,False,False,False,True,False,False,True,False
25,0,0,0,4,4,1,139,568,False,True,True,False,False,False,False,False,True,False
69,0,0,0,6,6,1,286,9,False,True,False,False,True,False,False,False,True,False
24,0,0,0,0,0,0,0,1,False,True,False,True,False,False,False,False,False,True
28,0,0,0,0,0,0,150,2,False,True,False,False,False,True,False,False,True,False
47,0,0,0,23,23,1,0,403,False,True,True,False,False,False,False,False,True,False
29,0,1,0,13,13,1,6,345,False,True,True,False,False,False,False,False,True,False
26,0,0,0,9,9,1,22,211,False,True,True,False,False,False,False,False,True,False
31,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,True,False,True
28,0,0,0,0,0,0,237,6,False,True,False,False,True,False,False,False,True,False
48,0,0,0,1,1,1,514,1,False,True,False,False,True,False,False,False,False,True
44,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,True
42,0,0,0,7,7,0,984,1,False,True,True,False,False,False,False,False,False,True
39,0,0,0,5,5,0,33,10,False,True,True,False,False,False,False,False,True,False
46,0,0,0,2,2,0,0,3,True,False,False,False,False,True,False,False,True,False
55,0,0,0,0,0,0,0,10,False,True,False,False,True,False,False,False,False,True
27,0,0,0,5,5,1,0,4,False,True,True,False,False,False,False,False,True,False
31,0,0,0,0,0,0,0,5,True,False,False,False,True,False,False,False,False,True
25,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
32,0,0,2,6,6,0,0,0,False,True,False,False,True,False,False,False,False,True
36,0,0,0,2,2,0,0,1,False,True,True,False,False,False,False,False,True,False
21,0,0,0,3,3,1,0,7,False,True,True,False,False,False,False,False,True,False
39,0,0,0,2,2,0,1,0,False,True,False,False,True,False,False,False,False,True
26,0,0,0,0,0,0,1,0,True,False,True,False,False,False,False,False,False,True
28,0,0,0,8,8,1,85,495,False,True,True,False,False,False,False,False,True,False
67,0,0,0,2,2,1,1,0,False,True,False,False,True,False,False,False,False,True
22,0,0,0,0,0,0,0,2,True,False,False,False,False,False,False,True,True,False
37,0,0,0,3,3,0,0,1,False,True,False,False,True,False,False,False,False,True
23,0,0,0,2,2,1,0,2,False,True,True,False,False,False,False,False,False,True
49,0,0,0,14,14,1,0,122,True,False,True,False,False,False,False,False,False,True
32,0,0,0,9,9,1,0,5,False,True,False,False,True,False,False,False,False,True
41,0,0,0,9,9,0,0,33,False,True,False,False,True,False,False,False,False,True
25,0,0,0,1,1,0,1,0,False,True,True,False,False,False,False,False,False,True
58,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
44,2,0,0,19,19,1,214,67,False,True,True,False,False,False,False,False,False,True
28,0,0,0,1,1,0,773,1,False,True,True,False,False,False,False,False,True,False
39,0,0,0,0,0,1,0,2,True,False,True,False,False,False,False,False,True,False
54,0,0,0,0,0,0,0,7,False,True,False,False,True,False,False,False,True,False
43,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
31,0,0,0,5,5,0,0,0,False,True,True,False,False,False,False,False,False,True
30,4,1,0,11,11,0,0,117,False,True,True,False,False,False,False,False,True,False
27,0,1,3,4,4,1,0,1,False,True,False,False,True,False,False,False,False,True
28,0,0,0,0,0,1,376,0,False,True,True,False,False,False,False,False,False,True
24,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,False,True
43,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,True
44,0,0,0,10,10,1,442,21,False,True,True,False,False,False,False,False,False,True
24,0,0,0,11,11,1,171,78,False,True,False,False,False,True,False,False,True,False
23,0,0,0,0,0,0,0,2,False,True,True,False,False,False,False,False,True,False
36,0,0,0,5,5,1,12,21,False,True,False,False,True,False,False,False,False,True
27,0,0,0,1,1,0,0,1,False,True,False,False,True,False,False,False,True,False
24,0,0,0,0,0,1,74,4,False,True,True,False,False,False,False,False,True,False
66,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
36,0,0,1,3,3,0,32,2,True,False,False,False,True,False,False,False,True,False
53,0,0,0,9,9,1,136,99,False,True,False,False,False,True,False,False,True,False
23,0,0,0,1,1,1,812,45,False,True,False,False,True,False,False,False,True,False
22,0,0,0,0,0,1,149,3,True,False,True,False,False,False,False,False,False,True
25,0,0,1,1,1,0,0,1,False,True,False,False,False,True,False,False,True,False
56,0,0,0,4,4,0,0,2,False,True,True,False,False,False,False,False,True,False
51,0,0,0,1,1,1,0,1,False,True,False,True,False,False,False,False,True,False
58,0,0,0,3,3,0,0,18,True,False,True,False,False,False,False,False,False,True
24,0,1,2,3,3,0,0,0,False,True,False,False,True,False,False,False,False,True
22,0,0,0,0,0,1,547,97,False,True,True,False,False,False,False,False,True,False
39,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
20,0,0,0,3,3,1,111,2,False,True,False,False,False,True,False,False,True,False
46,0,0,0,10,10,1,0,5,False,True,False,False,True,False,False,False,True,False
38,0,0,0,1,1,1,97,14,False,True,False,False,True,False,False,False,True,False
23,0,0,0,0,0,1,65,31,False,True,False,False,True,False,False,False,False,True
39,0,0,0,6,6,0,0,26,False,True,False,False,False,False,False,True,True,False
25,0,0,0,0,0,0,239,76,False,True,True,False,False,False,False,False,True,False
31,0,0,0,19,19,1,31,0,False,True,True,False,False,False,False,False,True,False
25,0,0,0,1,1,1,0,1,True,False,True,False,False,False,False,False,False,True
26,0,0,0,6,6,0,0,2,False,True,True,False,False,False,False,False,True,False
25,0,0,1,2,2,0,515,34,False,True,True,False,False,False,False,False,True,False
37,0,0,0,11,11,1,0,1,False,True,False,False,True,False,False,False,True,False
36,0,0,0,0,0,0,348,7,False,True,True,False,False,False,False,False,True,False
26,0,0,0,1,1,1,138,50,False,True,True,False,False,False,False,False,True,False
21,0,2,0,3,3,1,10,0,False,True,False,False,False,False,False,True,True,False
35,0,0,0,7,7,1,431,1,False,True,True,False,False,False,False,False,True,False
22,0,0,0,2,2,1,289,1,False,True,True,False,False,False,False,False,True,False
25,0,0,0,0,0,0,1,0,False,True,False,False,True,False,False,False,True,False
36,0,0,0,0,0,0,0,1,False,True,False,False,False,True,False,False,False,True
24,0,0,0,2,2,1,16,1,False,True,True,False,False,False,False,False,False,True
21,0,0,1,0,0,1,964,1520,False,True,True,False,False,False,False,False,True,False
32,2,0,1,15,15,1,97,83,False,True,False,False,True,False,False,False,True,False
33,0,0,0,2,2,1,1,0,False,True,True,False,False,False,False,False,False,True
33,0,0,0,10,10,1,0,2,False,True,True,False,False,False,False,False,True,False
29,0,0,0,0,0,0,1,1,False,True,False,False,True,False,False,False,False,True
50,0,0,0,8,8,0,0,173,False,True,False,False,True,False,False,False,True,False
33,0,0,0,14,14,1,161,8,False,True,True,False,False,False,False,False,True,False
37,0,1,0,13,13,1,165,1,False,True,True,False,False,False,False,False,True,False
27,0,0,0,9,9,1,345,2,False,True,True,False,False,False,False,False,True,False
27,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,False,True
21,0,0,0,1,1,1,610,1,False,True,False,False,False,True,False,False,False,True
58,0,0,0,1,1,0,0,61,False,True,True,False,False,False,False,False,True,False
27,0,0,0,4,4,0,0,33,False,True,True,False,False,False,False,False,True,False
28,0,0,0,1,1,1,71,24,False,True,False,False,True,False,False,False,True,False
31,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,False,False,True
24,0,0,0,3,3,0,0,7,False,True,True,False,False,False,False,False,False,True
26,0,0,0,6,6,1,30,493,False,True,True,False,False,False,False,False,True,False
43,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
22,0,0,0,3,3,1,18,22,False,True,True,False,False,False,False,False,True,False
23,0,0,0,0,0,0,368,119,False,True,True,False,False,False,False,False,True,False
42,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
30,0,3,0,18,18,0,562,6,False,True,True,False,False,False,False,False,False,True
29,0,0,0,1,1,0,0,290,False,True,True,False,False,False,False,False,True,False
38,0,0,0,2,2,1,0,49,False,True,False,False,True,False,False,False,True,False
26,0,0,1,3,3,0,109,85,False,True,False,False,True,False,False,False,False,True
51,0,0,0,5,5,0,523,5,False,True,True,False,False,False,False,False,False,True
36,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,True,False,True
62,0,0,0,0,0,0,1,1,False,True,False,False,False,True,False,False,False,True
23,0,0,0,0,0,1,147,1,False,True,True,False,False,False,False,False,True,False
34,0,0,0,7,7,1,0,1,False,True,True,False,False,False,False,False,True,False
35,0,0,0,1,1,0,1319,1,False,True,True,False,False,False,False,False,False,True
22,0,0,0,0,0,0,108,44,False,True,False,False,True,False,False,False,True,False
29,0,0,0,10,10,1,147,172,False,True,True,False,False,False,False,False,False,True
40,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
36,0,0,0,2,2,0,0,1,False,True,True,False,False,False,False,False,True,False
26,0,0,0,8,8,1,0,127,False,True,True,False,False,False,False,False,True,False
25,0,0,0,1,1,1,969,0,False,True,True,False,False,False,False,False,True,False
69,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
27,0,1,0,1,1,0,0,8,False,True,True,False,False,False,False,False,True,False
20,0,0,0,0,0,1,78,22,False,True,False,False,True,False,False,False,True,False
27,0,0,0,1,1,0,190,1,False,True,True,False,False,False,False,False,True,False
24,0,0,0,6,6,0,0,99,True,False,True,False,False,False,False,False,False,True
42,0,0,0,0,0,0,0,3,False,True,False,False,True,False,False,False,True,False
25,0,0,0,1,1,0,329,1,False,True,False,False,True,False,False,False,True,False
25,0,0,0,0,0,0,735,1,False,True,True,False,False,False,False,False,True,False
22,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
21,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,True,False
30,0,0,0,1,1,0,0,2,False,True,True,False,False,False,False,False,False,True
46,0,0,0,9,9,0,1,4,False,True,False,False,True,False,False,False,False,True
26,0,0,0,2,2,0,0,0,False,True,True,False,False,False,False,False,False,True
33,0,0,0,0,0,1,0,23,False,True,True,False,False,False,False,False,True,False
40,0,0,0,1,1,0,1,1,False,True,True,False,False,False,False,False,False,True
34,0,0,0,0,0,0,0,28,False,True,False,False,True,False,False,False,True,False
22,0,0,0,1,1,1,0,37,False,True,False,False,True,False,False,False,True,False
28,0,0,0,3,3,0,0,1,False,True,False,False,False,True,False,False,False,True
31,0,0,0,4,4,1,239,1,False,True,True,False,False,False,False,False,False,True
59,0,0,0,3,3,1,203,3,False,True,False,False,True,False,False,False,False,True
37,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,False,True,False
50,0,0,0,0,0,0,0,2,False,True,True,False,False,False,False,False,True,False
57,0,0,0,8,8,1,102,185,False,True,True,False,False,False,False,False,True,False
31,0,0,0,5,5,0,112,3,False,True,True,False,False,False,False,False,False,True
44,0,0,0,9,9,0,380,8,False,True,True,False,False,False,False,False,True,False
48,0,0,0,5,5,1,551,0,False,True,True,False,False,False,False,False,True,False
25,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,False,True,False
51,0,0,0,5,5,0,0,0,False,True,True,False,False,False,False,False,False,True
50,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,False,True,False
57,0,0,0,2,2,0,0,0,False,True,False,False,True,False,False,False,True,False
55,0,0,0,0,0,0,0,1,False,True,False,False,True,False,False,False,False,True
59,0,0,0,4,4,1,521,43,False,True,True,False,False,False,False,False,True,False
42,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False
20,2,0,0,2,2,1,0,156,False,True,False,False,False,True,False,False,True,False
21,0,0,0,0,0,0,0,29,False,True,False,False,False,False,False,True,True,False
32,0,0,0,21,21,1,0,64,False,True,True,False,False,False,False,False,True,False
24,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True
42,0,0,0,1,1,0,1,1,False,True,True,False,False,False,False,False,True,False
29,0,0,0,8,8,1,0,5,False,True,True,False,False,False,False,False,True,False
21,0,0,0,1,1,0,0,8,False,True,True,False,False,False,False,False,True,False
58,0,0,0,0,0,0,1,0,False,True,False,False,True,False,False,False,False,True
22,0,0,1,1,1,1,0,1,False,True,True,False,False,False,False,False,True,False
46,0,0,0,1,1,1,474,1,False,True,False,False,True,False,False,False,False,True
50,0,0,0,0,0,1,0,14,False,True,False,False,True,False,False,False,False,True
46,0,0,0,2,2,0,260,36,False,True,True,False,False,False,False,False,True,False
44,0,1,0,11,11,1,84,27,True,False,True,False,False,False,False,False,True,False
35,0,0,0,4,4,0,0,30,False,True,True,False,False,False,False,False,False,True
30,0,1,0,14,14,1,0,2,False,True,True,False,False,False,False,False,True,False
42,0,0,0,2,2,0,0,1,False,True,True,False,False,False,False,False,True,False
46,0,0,0,5,5,1,468,2,False,True,True,False,False,False,False,False,True,False
42,0,0,0,0,0,1,0,34,False,True,True,False,False,False,False,False,True,False
29,0,0,0,7,7,1,20,131,False,True,False,False,True,False,False,False,True,False
32,0,0,1,8,8,0,61,39,False,True,True,False,False,False,False,False,True,False
31,0,0,0,5,5,0,878,1,False,True,False,False,False,False,False,True,True,False
33,0,0,0,1,1,0,0,2,True,False,True,False,False,False,False,False,False,True
25,0,0,0,4,4,0,183,143,False,True,False,False,True,False,False,False,True,False
33,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,True
21,0,0,0,1,1,0,0,1,False,True,False,False,False,True,False,False,True,False
35,0,0,0,1,1,1,616,1,False,True,False,False,True,False,False,False,True,False
56,0,0,0,1,1,0,0,3,False,True,True,False,False,False,False,False,True,False
38,0,0,0,0,0,1,581,1,False,True,False,False,True,False,False,False,False,True
40,0,0,0,4,4,0,0,1,True,False,True,False,False,False,False,False,False,True
28,0,0,1,4,4,0,48,24,False,True,True,False,False,False,False,False,True,False
51,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,False,True
35,0,0,0,2,2,0,0,2,False,True,True,False,False,False,False,False,False,True
61,0,0,0,5,5,0,170,47,False,True,True,False,False,False,False,False,True,False
25,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
25,0,0,0,4,4,1,306,15,False,True,True,False,False,False,False,False,True,False
26,0,0,0,0,0,0,1134,1,False,True,True,False,False,False,False,False,False,True
42,0,0,0,1,1,0,0,3,False,True,False,False,True,False,False,False,False,True
25,0,0,0,1,1,0,698,6,True,False,True,False,False,False,False,False,True,False
26,0,1,0,13,13,1,831,7,False,True,True,False,False,False,False,False,False,True
31,0,0,0,9,9,0,824,1674,False,True,True,False,False,False,False,False,True,False
35,0,0,1,1,1,0,0,1,False,True,False,False,True,False,False,False,True,False
34,0,0,0,0,0,0,0,116,False,True,False,False,True,False,False,False,True,False
33,0,0,0,1,1,0,0,1,True,False,False,False,True,False,False,False,False,True
30,0,0,1,3,3,0,0,1,False,True,True,False,False,False,False,False,True,False
50,0,0,0,7,7,0,0,1,True,False,True,False,False,False,False,False,False,True
21,0,0,0,0,0,0,299,81,False,True,True,False,False,False,False,False,True,False
31,0,0,0,16,16,1,1,483,False,True,False,False,False,True,False,False,True,False
31,0,0,0,2,2,1,0,3,False,True,True,False,False,False,False,False,True,False
23,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,True
25,0,0,0,1,1,0,792,29,False,True,True,False,False,False,False,False,True,False
24,0,0,0,1,1,0,0,1,True,False,False,False,True,False,False,False,True,False
31,0,0,0,13,13,1,100,1,False,True,True,False,False,False,False,False,False,True
60,0,0,0,0,0,0,0,2,False,True,True,False,False,False,False,False,True,False
30,0,0,0,2,2,0,0,1,False,True,True,False,False,False,False,False,True,False
32,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,True,False,True
46,0,0,0,0,0,0,1,0,False,True,False,False,True,False,False,False,False,True
21,0,0,1,0,0,1,0,1,False,True,False,False,True,False,False,False,False,True
35,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False
34,0,0,0,2,2,1,326,35,False,True,False,False,False,True,False,False,True,False
41,0,0,0,2,2,1,283,25,False,True,False,True,False,False,False,False,True,False
23,0,0,0,1,1,1,78,30,False,True,True,False,False,False,False,False,True,False
23,0,0,0,3,3,1,0,2,False,True,True,False,False,False,False,False,True,False
28,0,0,0,2,2,0,618,1,False,True,True,False,False,False,False,False,False,True
21,0,0,0,0,0,1,1,0,False,True,False,False,False,True,False,False,True,False
46,0,0,1,2,2,0,754,1,False,True,False,False,True,False,False,False,False,True
56,0,0,0,1,1,0,0,1,False,True,True,False,False,False,False,False,True,False
40,0,0,0,8,8,1,139,7,False,True,False,False,False,True,False,False,True,False
30,0,0,0,5,5,1,0,2,False,True,False,False,False,True,False,False,True,False
24,0,0,0,1,1,1,213,1,False,True,True,False,False,False,False,False,False,True
33,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,False,False,True
48,0,0,0,2,2,0,0,1,False,True,False,False,True,False,False,False,False,True
33,0,0,0,11,11,1,0,45,False,True,True,False,False,False,False,False,True,False
25,0,0,0,0,0,0,194,0,False,True,False,False,False,True,False,False,True,False
30,0,1,1,7,7,1,94,1,False,True,True,False,False,False,False,False,True,False
37,0,0,0,0,0,1,0,3,False,True,False,False,False,True,False,False,True,False
43,0,0,0,7,7,0,0,9,True,False,False,False,True,False,False,False,True,False
32,0,0,0,0,0,0,54,5,False,True,False,False,True,False,False,False,True,False
33,0,0,0,3,3,0,0,1,False,True,False,False,False,False,False,True,True,False
39,0,1,0,4,4,1,143,6,False,True,False,False,False,False,False,True,True,False
49,0,0,0,4,4,0,5,6,False,True,False,False,True,False,False,False,True,False
24,0,0,0,0,0,0,0,19,False,True,False,False,True,False,False,False,True,False
